,Tense : ['Pres'],Mood : ['Imp'],ratio_stem,POS : NOUN,Person : [],POS : AUX,nb_phrase,POS : SPACE,Tense : ['Fut'],sect 4,POS : PROPN,sect 1,POS : DET,Number : [],n_stop,Mood : ['Ind'],POS : VERB,mean_par,POS : PRON,Person : ['3'],Mood : ['Cnd'],VerbForm : ['Inf'],POS : X,Person : ['1'],Tense : [],n_par,Mood : [],ratio_stop,POS : ADP,Gender : [],lg_phrase,n_stem,POS : SCONJ,Gender : ['Fem'],n_pos,POS : PUNCT,Tense : ['Past'],sect 5,Voice : [],Person : ['2'],sect 0,POS : INTJ,Gender : ['Masc'],nb_mot,Mood : ['Sub'],POS : CCONJ,VerbForm : ['Part'],Tense : ['Imp'],sect 6,n_paragraphe,n_tok,ratio_tok,Number : ['Sing'],sect 2,punct,sect 3,POS : ADJ,Number : ['Plur'],POS : ADV,POS : SYM,POS : NUM,Voice : ['Pass'],VerbForm : ['Fin'],lab_y
achéménides,551,0,0.0018115942028985507,0.2686335403726708,981,0.020315734989648032,529,0.0,15,0,0.010093167701863354,0,0.023680124223602484,381,5220,499,0.19345238095238096,0.08854239777132306,0.018504140786749484,502,8,243,0.009963768115942028,12,243,126,981,0.40318220437166913,0.034161490683229816,878,158.21361058601136,2843,0.0038819875776397515,238,14,0.007893374741200828,641,0,1422,0,0,0.0,379,12947,7,0.0034937888198757765,738,45,0,16,3331,0.25727967869004403,695,0,7.34593572778828,0,0.2971014492753623,419,0.09446169772256728,0.0,0.01436335403726708,73,514,0
moyen âge,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
peste noire,292,0,0.0034654537578514186,0.2783192549274421,510,0.017543859649122806,339,0.00043318171973142733,6,0,0.016677496209659953,0,0.025124539744422785,195,3177,253,0.16872427983539096,0.055754351125016394,0.02014294996751137,262,8,117,0.004981589776911414,7,118,105,509,0.40788291179869046,0.03811999133636561,455,146.98230088495575,2298,0.0023824994585228505,116,16,0.01061295213341997,336,0,746,0,0,0.00021659085986571366,208,7789,9,0.005414771496642842,392,27,0,8,2595,0.33316215175247144,388,0,8.59882005899705,0,0.2991119774745506,196,0.07970543643058263,0.0,0.03248862897985705,33,270,0
empire byzantin,1144,0,0.0009545020680878142,0.26280623608017817,1626,0.015208399618199173,1028,6.363347120585428e-05,15,0,0.0230989500477251,0,0.02036271078587337,696,10445,1019,0.17053770283168948,0.023033796542592064,0.014635698377346485,1042,10,496,0.03588927776010181,12,498,176,1624,0.3992889636453993,0.03404390709513204,1732,161.2091439688716,4367,0.005408845052497614,399,15,0.0036907413299395483,984,0,2567,0,0,0.0,549,26159,27,0.0026089723194400254,1128,39,0,35,5055,0.19324133185519324,1402,0,7.021400778210117,0,0.2990136811963093,582,0.09678650970410436,0.0,0.015844734330257716,113,1056,0
croisade,439,0,0.0023112480739599386,0.25130970724191065,845,0.01633281972265023,530,0.0003081664098613251,20,0,0.030508474576271188,0,0.022650231124807397,362,4299,435,0.19953775038520802,0.015594816767953075,0.016178736517719568,447,4,277,0.010015408320493066,3,278,42,844,0.39853527394085475,0.04129429892141757,799,130.30754716981133,2775,0.0018489984591679508,167,15,0.010477657935285054,521,0,1249,0,0,0.0,329,10787,12,0.003852080123266564,567,37,0,18,3115,0.28877352368591824,588,0,6.89622641509434,0,0.28043143297380585,345,0.09137134052388289,0.0,0.023882896764252697,46,451,0
séparation des églises d'orient et d'occident,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
saint-empire romain germanique,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
âge d'or de l'islam,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
empire mongol,128,0,0.006478482184173994,0.24109208699676077,256,0.01897269782508098,163,0.0,1,0,0.029153169828782972,0,0.018047200370198982,85,1438,116,0.17491901897269782,0.029888912177740517,0.01018047200370199,122,2,61,0.027764923646459973,0,61,42,256,0.39966648137854366,0.04812586765386395,204,140.36196319018404,1159,0.0018509949097639982,58,14,0.0009254974548819991,179,0,369,0,0,0.0,116,3598,4,0.004627487274409995,195,9,0,13,1274,0.3540856031128405,198,0,12.392638036809815,0,0.2906062008329477,95,0.07589079130032392,0.0,0.05784359093012494,9,122,0
empire ottoman,55,1,0.019830028328611898,0.254957507082153,75,0.0226628895184136,41,0.0,1,0,0.018413597733711047,0,0.029745042492917848,26,459,48,0.17847025495750707,0.80324457014782,0.009915014164305949,49,0,13,0.043909348441926344,2,13,80,75,0.39399141630901285,0.0339943342776204,76,177.9512195121951,466,0.0028328611898017,18,14,0.0084985835694051,53,0,124,0,0,0.0,32,1165,2,0.0084985835694051,62,4,0,19,555,0.47639484978540775,71,0,12.926829268292684,0,0.2847025495750708,29,0.07932011331444759,0.0,0.024079320113314446,2,51,0
âge des vikings,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
renaissance,351,1,0.002616516762060507,0.27097301717089123,665,0.020768601798855275,393,0.00016353229762878168,20,0,0.034178250204415374,0,0.01864268192968111,244,4002,371,0.1723630417007359,0.0381135951151568,0.01357318070318888,382,5,172,0.013900245298446443,6,173,146,664,0.39572827054286563,0.033524121013900246,624,172.32569974554707,2870,0.0022894521668029434,166,16,0.008013082583810302,457,0,1017,1,0,0.00016353229762878168,264,10113,13,0.0024529844644317253,492,53,0,29,3238,0.3201819440324335,602,0,13.473282442748092,0,0.30040883074407193,208,0.07440719542109567,0.0,0.034178250204415374,37,390,0
réforme protestante,406,0,0.0026714158504007124,0.26233303650934997,628,0.01620658949243099,478,0.00017809439002671417,16,0,0.028495102404274265,0,0.01620658949243099,285,3726,380,0.18397150489759573,0.019640591626652108,0.0188780053428317,396,9,219,0.005342831700801425,7,219,54,628,0.3991857724448254,0.03241317898486198,685,126.32008368200837,2415,0.0021371326803205698,146,15,0.006767586821015138,375,0,1010,2,0,0.0,202,9334,16,0.004452359750667854,409,17,0,8,2728,0.292264838225841,539,0,7.623430962343096,0,0.3029385574354408,209,0.07462154942119323,0.0,0.045057880676758685,23,405,0
grandes découvertes,500,1,0.0021958717610891525,0.2526716439759918,838,0.019177280046845265,475,0.0004391743522178305,16,0,0.024300980822719954,0,0.024593763724198508,356,4406,432,0.18899136290440638,0.014912710932011294,0.01654223393353828,442,7,251,0.00922266139657444,8,251,58,838,0.3922720797720798,0.04113599765773679,806,154.62105263157895,2764,0.0011711316059142146,198,15,0.004245352071439028,505,0,1251,3,0,0.0,287,11232,13,0.0030742204655248135,587,19,0,9,3062,0.2726139601139601,683,0,10.12,0,0.2976138193529498,252,0.077733860342556,0.0,0.03908651734738691,40,453,0
colonisation européenne des amériques,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
révolution scientifique,15,0,0.041811846689895474,0.3170731707317073,27,0.020905923344947737,18,0.0,0,0,0.006968641114982578,0,0.024390243902439025,11,165,14,0.14285714285714285,0.1058215451577802,0.03484320557491289,14,0,8,0.0,0,8,7,27,0.36504424778761063,0.0313588850174216,25,179.33333333333334,189,0.003484320557491289,11,12,0.03832752613240418,18,0,38,0,0,0.0,5,452,0,0.006968641114982578,19,0,0,2,231,0.5110619469026548,22,0,10.444444444444445,0,0.2961672473867596,8,0.07665505226480836,0.0,0.0,3,14,0
siècle des lumières,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
révolution industrielle,694,0,0.0014721758759446463,0.2878594562763765,1078,0.016488369810580036,663,9.814505839630975e-05,20,0,0.020119736971243498,0,0.017764255569732063,465,6544,644,0.1711649818431642,0.0357423543481975,0.016488369810580036,653,6,335,0.007066444204534302,11,335,131,1078,0.39115361625821876,0.03660810678182354,1118,168.70135746606334,3672,0.0021591912847188145,261,15,0.011286681715575621,649,0,1689,2,0,0.0,365,16730,16,0.003042496810285602,743,46,0,19,4162,0.24877465630603707,935,0,8.746606334841628,0,0.2863872804004318,344,0.08509176562960055,0.0,0.03837471783295711,55,666,0
révolution française,593,0,0.0017135023989033585,0.29129540781357094,1042,0.01553575508339045,626,0.0005711674663011195,25,0,0.019419693854238064,0,0.018734292894676718,449,6007,537,0.1831162896961389,0.014936282454635014,0.013822252684487092,547,10,329,0.025931002970070824,11,329,70,1042,0.40708864190837624,0.033241946538725156,989,146.87220447284346,3129,0.002284669865204478,238,15,0.011309115832762166,637,0,1534,3,0,0.0,376,14756,14,0.003427004797806717,713,19,0,37,3610,0.2446462455950122,695,0,7.193290734824281,0,0.2542837559972584,459,0.07585103952478867,0.0,0.051176604980580305,69,561,0
guerres napoléoniennes,208,0,0.004919645785503444,0.24467038373237127,387,0.016398819285011478,241,0.00032797638570022957,8,0,0.020990488684814693,0,0.017382748442112166,169,2195,196,0.192850114791735,0.0748854235724786,0.011807149885208265,197,2,116,0.04788455231223352,4,116,84,387,0.41865344268548543,0.033781567727123644,362,131.50622406639005,1265,0.003935716628402755,100,15,0.0016398819285011479,242,0,563,0,0,0.0,126,5243,3,0.004263693014102984,271,14,0,16,1438,0.27427045584588977,319,0,6.124481327800829,0,0.30206625122991143,100,0.08691374221056083,0.0,0.01508691374221056,25,201,0
abolition de l'esclavage,216,2,0.0036188178528347406,0.27020506634499397,480,0.019300361881785282,275,0.0021712907117008443,9,0,0.016887816646562123,0,0.022677925211097707,174,2623,225,0.17225572979493364,0.4611535953524216,0.02147165259348613,225,4,115,0.014475271411338963,7,115,80,480,0.3880751590471963,0.040772014475271415,397,163.54181818181817,1998,0.0028950542822677927,117,15,0.012303980699638117,336,0,676,2,0,0.0,200,6759,3,0.004342581423401689,365,38,0,14,2243,0.33185382453025597,396,0,9.210909090909091,0,0.27864897466827504,144,0.08082026537997587,0.0,0.040772014475271415,38,234,0
partage de l'afrique,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
empire britannique,228,2,0.0029394473838918285,0.27082108563590046,615,0.012345679012345678,306,0.0001959631589261219,5,0,0.02175191064079953,0,0.014697236919459141,218,3735,288,0.1808739956888105,0.013511734307626477,0.011953752694493435,300,7,169,0.010777973740936704,6,169,35,614,0.42270258035310093,0.03625318440133255,519,194.38888888888889,2165,0.0025475210660395845,165,15,0.0023515579071134627,445,0,899,2,0,0.0,239,8836,12,0.0029394473838918285,445,76,0,11,2435,0.27557718424626526,523,0,11.055555555555555,0,0.30746619635508526,182,0.06741132667058593,0.0,0.05761316872427984,24,309,0
empire russe,205,0,0.004778591908251036,0.29053838802166293,351,0.019751513220770945,226,0.0006371455877668047,10,0,0.011468620579802484,0,0.021344377190187957,133,2141,206,0.18063077413188913,0.04203318266706363,0.013061484549219496,215,1,101,0.007327174259318254,0,101,57,351,0.4057229486450635,0.03695444409047467,347,154.8849557522124,1615,0.0015928639694170119,95,15,0.005097164702134438,230,0,555,1,0,0.0,125,5277,9,0.003504300732717426,250,21,0,21,1843,0.3492514686374834,294,0,9.690265486725664,0,0.29276839757884676,140,0.06976744186046512,0.0,0.04555590952532654,12,216,0
union des républiques socialistes soviétiques,413,2,0.0021273766786331604,0.26153437042946415,841,0.02087488365908789,399,0.0005318441696582901,26,0,0.015024597792846695,0,0.020741922616673316,301,4977,427,0.17112086158755485,0.06262603503633189,0.019678234277356734,426,9,202,0.018082701768381865,18,203,156,840,0.39835120858011847,0.03510171519744715,735,206.7644110275689,2925,0.002792181890706023,202,16,0.01728493551389443,575,0,1237,2,0,0.00013296104241457252,350,12494,9,0.002260337721047733,638,70,0,19,3387,0.2710901232591644,736,0,12.18295739348371,0,0.30966626778353945,250,0.069671586225236,0.0,0.035500598324690866,50,447,0
droit de vote des femmes,266,1,0.0031645569620253164,0.31518987341772153,458,0.014978902953586498,406,0.0002109704641350211,16,0,0.014556962025316455,0,0.020042194092827006,201,3083,249,0.150210970464135,0.09330855018587361,0.01708860759493671,248,2,137,0.015189873417721518,6,137,136,457,0.39419511571410304,0.032067510548523206,449,124.32758620689656,2008,0.0016877637130801688,105,15,0.008438818565400843,277,0,692,0,0,0.0,158,7821,3,0.0033755274261603376,320,16,0,18,2271,0.29037207518220176,357,0,7.123152709359606,0,0.2820675105485232,154,0.07447257383966245,0.0,0.05042194092827004,20,255,0
première guerre mondiale,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
grande dépression,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
seconde guerre mondiale,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
shoah,891,1,0.0008790951180917776,0.26044658031999063,2253,0.02309089843521069,1077,0.000351638047236711,61,0,0.019398698939225224,0,0.02273926038797398,917,11364,895,0.18642677137666294,0.04370081869485733,0.019340092598019106,905,18,677,0.01875402918595792,22,677,199,2253,0.3998592540464462,0.036218718865381236,1802,165.95078922934076,5057,0.003047529742718162,381,15,0.013479458477407256,1456,0,3080,1,0,0.0,998,28420,14,0.004454081931665006,1576,96,0,60,5938,0.20893736805066854,1449,0,8.09192200557103,0,0.27275391197327553,815,0.08656156596143703,0.0,0.0329367637578386,101,928,0
guerre froide,1073,2,0.0009912644817545381,0.27656279040951615,1797,0.016851496189827148,937,6.195403010965863e-05,48,0,0.020816554116845302,0,0.018772071123226566,758,11137,987,0.17588749148132085,0.009536897986778014,0.015612415587633975,1011,19,555,0.015302645437085682,29,557,100,1796,0.4083226397800183,0.03649092373458893,1778,189.08324439701175,4475,0.0014249426925221486,426,16,0.006752989281952791,1092,0,2754,2,0,0.0001858620903289759,635,27275,35,0.0029737934452636144,1241,69,0,52,5118,0.1876443629697525,1395,0,9.256136606189967,0,0.30580509262127503,686,0.07118518059599777,0.0,0.03531379716250542,85,1043,0
conflit israélo-arabe,110,0,0.0085995085995086,0.2843980343980344,163,0.01597051597051597,142,0.0,4,0,0.012899262899262898,0,0.01597051597051597,67,944,112,0.16953316953316952,0.02741000109421162,0.01167076167076167,113,1,51,0.012285012285012284,0,51,13,163,0.36702954898911355,0.045454545454545456,175,123.6830985915493,902,0.002457002457002457,35,14,0.003071253071253071,104,0,266,0,0,0.0,66,2572,0,0.0042997542997543,112,7,0,11,992,0.3856920684292379,133,0,7.922535211267606,0,0.3015970515970516,76,0.07002457002457002,0.0,0.05036855036855037,10,113,0
islamisme,68,0,0.012727272727272728,0.3,111,0.011818181818181818,79,0.0,3,0,0.026363636363636363,0,0.028181818181818183,46,580,63,0.1590909090909091,0.04781533388293487,0.02909090909090909,63,0,34,0.01,1,34,20,111,0.34523809523809523,0.04090909090909091,108,144.36708860759492,647,0.0018181818181818182,19,14,0.034545454545454546,67,0,164,0,0,0.0,48,1680,1,0.0018181818181818182,77,3,0,7,748,0.4452380952380952,95,0,9.746835443037975,0,0.25272727272727274,34,0.05181818181818182,0.0,0.05181818181818182,11,64,0
guerre de corée,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
mouvement américain des droits civiques,682,0,0.0015461925009663702,0.3070158484731349,1306,0.023676072671047547,531,9.663703131039814e-05,39,0,0.01613838422883649,0,0.022709702357943565,644,7037,643,0.19153459605720913,0.12853338638833198,0.013915732508697333,667,6,482,0.009180517974487823,9,482,76,1306,0.4051471011572342,0.03575570158484731,1302,212.71751412429379,3437,0.004252029377657518,219,16,0.001352918438345574,722,0,1926,0,0,0.00019327406262079628,461,17369,27,0.006184770003865481,824,57,0,101,4016,0.2312165352064022,922,0,9.150659133709981,0,0.2760919984538075,416,0.06619636644762272,0.0,0.025705450328565905,56,676,0
révolution culturelle,270,0,0.0033647375504710633,0.2620008972633468,530,0.021310004486316734,344,0.0,10,0,0.02332884701659937,0,0.021758636159712876,198,2781,267,0.180349932705249,0.015280784413599898,0.019515477792732168,267,5,136,0.010767160161507403,7,136,38,530,0.3843283582089552,0.037460744728577834,461,133.22674418604652,1859,0.0022431583669807087,106,15,0.02243158366980709,356,0,782,0,0,0.00022431583669807088,237,7236,2,0.0026917900403768506,394,32,0,33,2144,0.2962962962962963,428,0,6.363372093023256,0,0.2853297442799462,178,0.07110812023328847,0.0,0.03947958725886048,22,274,0
histoire du vol spatial,459,2,0.0015478278815395728,0.2800536580332267,1417,0.020534516561758333,600,0.0,28,0,0.011866680425136725,0,0.022185532968733875,574,6366,488,0.19884428851511712,0.029066778376525697,0.01227943452688061,491,8,412,0.00681044267877412,15,412,108,1417,0.396660228051592,0.03828294293674543,1063,168.23666666666668,3033,0.002579713135899288,350,15,0.0020637705087194302,927,0,1840,4,0,0.00010318852543597152,514,16049,12,0.005468991848106491,1005,101,0,54,3552,0.22132220076017198,1014,0,7.515,0,0.2595191414714684,339,0.08265400887421319,0.0,0.056753688989784334,87,510,0
chute des régimes communistes en europe,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
histoire,207,0,0.004734848484848485,0.2727272727272727,336,0.022727272727272728,209,0.0006313131313131314,9,0,0.015151515151515152,0,0.024936868686868688,143,1975,187,0.1691919191919192,0.04194108407506407,0.023042929292929292,194,3,101,0.008207070707070708,6,101,46,336,0.38416650457109514,0.030303030303030304,343,164.73684210526315,1574,0.005366161616161616,88,15,0.02462121212121212,203,0,514,0,0,0.0,105,5141,10,0.005366161616161616,235,16,0,18,1785,0.3472087142579265,294,0,9.0,0,0.2951388888888889,99,0.08933080808080808,0.0,0.013257575757575758,22,200,0
civilisation,90,0,0.010197144799456152,0.3038749150237933,184,0.02379333786539769,94,0.0006798096532970768,2,0,0.023113528212100613,0,0.026512576478585997,66,905,85,0.18694765465669613,0.03298296484233418,0.028552005438477225,90,4,50,0.010197144799456152,1,50,20,184,0.38121314237573717,0.03399048266485384,154,168.35106382978722,873,0.002719238613188307,56,15,0.028552005438477225,127,0,261,0,0,0.0,65,2374,2,0.002719238613188307,134,6,0,16,998,0.42038753159224934,155,0,9.03191489361702,0,0.2284160435078178,54,0.08157715839564922,0.0,0.018354860639021073,14,91,0
histoire du monde,267,1,0.004197901049475262,0.26416791604197903,333,0.014992503748125937,222,0.0,12,0,0.020989505247376312,0,0.027286356821589204,118,2252,259,0.17991004497751126,0.019327965864932822,0.015592203898050975,261,3,85,0.0047976011994002995,5,85,36,333,0.4030785752640057,0.029385307346326838,384,172.3153153153153,1659,0.0026986506746626685,109,14,0.003298350824587706,222,0,581,1,0,0.0,107,5587,4,0.004497751124437781,248,14,0,20,1879,0.33631644889923035,299,0,13.18918918918919,0,0.312143928035982,183,0.10134932533733133,0.0,0.018890554722638682,19,267,0
histoire de l'afrique,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
histoire de l'amérique,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
histoire de la chine,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
histoire de l'europe,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
histoire de l'inde,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
histoire du japon,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
histoire du moyen-orient,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
histoire des états-unis,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
mathématiques,251,0,0.00400114318376679,0.29236924835667333,410,0.024006859102600742,252,0.0,8,0,0.012860817376393255,0,0.02857959416976279,161,2244,213,0.18148042297799372,0.04477821120739997,0.018005144326950558,221,5,111,0.005144326950557302,3,111,56,410,0.3911451978385916,0.023721063160903114,383,160.62301587301587,1539,0.002286367533581023,109,14,0.006287510717347814,258,0,601,1,0,0.0,143,5737,7,0.003143755358673907,299,7,0,19,1793,0.3125326825867178,311,0,8.44047619047619,0,0.3115175764504144,163,0.07802229208345242,0.0,0.012575021434695627,34,225,1
histoire des mathématiques,413,1,0.002549626661810235,0.28719723183391005,600,0.01675468949189583,385,0.0,25,0,0.019304316153706064,0,0.017118921872154434,236,3620,397,0.18393735203059552,0.03696708876435803,0.01675468949189583,394,2,165,0.005827718084137679,15,165,101,600,0.3976274165202109,0.030413403751593515,637,159.94025974025973,2303,0.0029138590420688397,135,14,0.0030959752321981426,384,0,970,1,0,0.0,238,9104,10,0.0030959752321981426,435,23,0,21,2649,0.29097100175746926,582,0,8.568831168831169,0,0.28810781278455655,192,0.07776361318521216,0.0,0.047714441813877254,40,410,1
algèbre,80,0,0.014690451206715634,0.2570828961175236,116,0.016789087093389297,63,0.0,4,0,0.023084994753410283,0,0.00944386149003148,45,547,77,0.20566631689401887,0.07641978539649306,0.017838405036726127,76,1,33,0.013641133263378805,4,33,21,116,0.36466666666666664,0.03462749213011543,124,166.20634920634922,583,0.001049317943336831,31,14,0.023084994753410283,73,0,188,0,0,0.0,41,1500,2,0.004197271773347324,83,6,0,13,678,0.452,107,0,10.587301587301587,0,0.30849947534102834,44,0.06610703043022036,0.0,0.01888772298006296,8,80,1
algorithme,51,0,0.02005730659025788,0.2836676217765043,89,0.02005730659025788,45,0.0,0,0,0.014326647564469915,0,0.022922636103151862,31,461,46,0.1977077363896848,0.07740042874873068,0.01002865329512894,48,3,23,0.0057306590257879654,1,23,18,89,0.39775668679896464,0.03151862464183381,80,179.84444444444443,514,0.0057306590257879654,21,14,0.004297994269340974,59,0,129,0,0,0.0,37,1159,0,0.0057306590257879654,66,5,0,5,589,0.5081967213114754,69,0,10.11111111111111,0,0.3008595988538682,38,0.08452722063037249,0.0,0.012893982808022923,9,49,1
arithmétique,42,0,0.021238938053097345,0.25486725663716814,47,0.017699115044247787,52,0.0,1,0,0.0,0,0.04424778761061947,23,351,34,0.14513274336283186,0.03176838810641627,0.019469026548672566,33,1,14,0.0035398230088495575,2,14,11,47,0.38318777292576417,0.02654867256637168,58,116.46153846153847,324,0.0,9,12,0.0035398230088495575,25,0,79,0,0,0.0,15,916,0,0.0035398230088495575,33,0,0,11,397,0.4334061135371179,40,0,7.5576923076923075,0,0.35575221238938054,19,0.06017699115044248,0.0,0.06548672566371681,3,35,1
