,Tense : ['Pres'],Mood : ['Imp'],ratio_stem,POS : NOUN,Person : [],POS : AUX,nb_phrase,POS : SPACE,Tense : ['Fut'],sect 4,POS : PROPN,sect 1,POS : DET,Number : [],n_stop,Mood : ['Ind'],POS : VERB,mean_par,POS : PRON,Person : ['3'],Mood : ['Cnd'],VerbForm : ['Inf'],POS : X,Person : ['1'],Tense : [],n_par,Mood : [],ratio_stop,POS : ADP,Gender : [],lg_phrase,n_stem,POS : SCONJ,Gender : ['Fem'],n_pos,POS : PUNCT,Tense : ['Past'],sect 5,Voice : [],Person : ['2'],sect 0,POS : INTJ,Gender : ['Masc'],nb_mot,Mood : ['Sub'],POS : CCONJ,VerbForm : ['Part'],Tense : ['Imp'],sect 6,n_paragraphe,n_tok,ratio_tok,Number : ['Sing'],sect 2,punct,sect 3,POS : ADJ,Number : ['Plur'],POS : ADV,POS : SYM,POS : NUM,Voice : ['Pass'],VerbForm : ['Fin'],lab_y
échecs,568,1,0.001950331556364582,0.2999609933688727,868,0.01950331556364582,525,0.0001300221037576388,12,0,0.018073072422311792,0,0.024444155506436093,367,4907,512,0.18268105577948252,0.06927643828237526,0.017813028214796515,524,13,261,0.013912365102067352,12,262,204,866,0.38978473270315356,0.030815238590560394,891,149.42095238095237,2755,0.005590950461578468,183,15,0.004680795735274997,530,0,1355,1,0,0.0,331,12589,13,0.004680795735274997,605,33,0,46,3165,0.2514099610771308,792,0,8.024761904761904,0,0.2630347159017033,246,0.07489273176439995,0.0,0.03978676374983747,50,539,2
jeu de go,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,2
jeu vidéo,242,0,0.003800354699771979,0.3042817329617431,472,0.020268558398783887,261,0.0005067139599695972,3,0,0.01241449201925513,0,0.027615910818343047,229,2676,205,0.17506967316949582,0.0335267418464274,0.0177349885989359,216,4,175,0.024322270078540664,3,175,43,472,0.40429067835020394,0.03217633645806942,441,156.65900383141764,1735,0.003040283759817583,84,15,0.004813782619711173,256,0,664,0,0,0.0,166,6619,10,0.002786926779832784,297,15,0,9,2009,0.3035201692098504,324,0,6.080459770114943,0,0.25361033696478336,138,0.09906257917405624,0.0,0.022295414238662273,27,219,2
jeu de hasard,159,0,0.0061162079510703364,0.3416339012669288,255,0.014853647881170816,189,0.0,5,0,0.01747487986020096,0,0.03582350371341197,110,1610,149,0.1764962865880297,0.05351079192849616,0.014853647881170816,146,0,80,0.00655307994757536,2,81,60,254,0.4136690647482014,0.026649191786806466,256,126.48677248677248,1073,0.00436871996505024,61,14,0.008300567933595456,152,0,388,1,0,0.0,87,3892,1,0.0030581039755351682,174,7,0,11,1238,0.3180883864337102,192,0,6.2592592592592595,0,0.23591087811271297,102,0.07426823940585409,0.0,0.039755351681957186,16,150,2
activité physique,82,0,0.010502625656414103,0.3225806451612903,119,0.018754688672168042,94,0.0,2,0,0.0037509377344336083,0,0.024006001500375095,49,839,68,0.1485371342835709,0.0754081697477924,0.00900225056264066,78,5,31,0.01800450112528132,1,31,29,119,0.38627992633517494,0.02625656414103526,126,152.85106382978722,694,0.0015003750937734434,33,14,0.0015003750937734434,74,0,186,0,0,0.0,39,2172,6,0.003000750187546887,88,9,0,4,798,0.3674033149171271,112,0,6.968085106382978,0,0.3023255813953488,37,0.08702175543885972,0.0,0.03375843960990248,12,79,2
sport,246,0,0.0035989717223650387,0.3,418,0.02082262210796915,263,0.0,15,0,0.02622107969151671,0,0.021593830334190232,179,2425,227,0.1686375321336761,0.06111741034705084,0.015167095115681234,231,5,129,0.006940874035989717,6,130,73,417,0.384006334125099,0.027506426735218508,413,158.87832699619773,1786,0.002827763496143959,94,14,0.011568123393316195,253,0,627,1,0,0.0,149,6315,7,0.003084832904884319,288,12,0,14,2028,0.32114014251781475,318,0,8.326996197718632,0,0.2820051413881748,159,0.08637532133676093,0.0,0.02724935732647815,29,239,2
football,672,0,0.0014239605088285552,0.29172204290867665,1118,0.014999050692994115,797,0.0006645149041199924,18,0,0.02705524966774255,0,0.026865388266565406,442,6654,592,0.16498955762293527,0.04896339146223029,0.01404974368710841,609,16,287,0.006360356939434213,11,288,288,1117,0.38728828356905887,0.03892158724131384,1044,139.80552070263488,3470,0.0017087526105942661,262,15,0.011771406872982722,725,0,1666,0,0,0.0,432,17181,13,0.003892158724131384,830,35,0,35,4003,0.23298993073744254,843,0,8.54077791718946,0,0.25071198025441427,453,0.08838048224795898,0.0,0.05790772735902791,72,621,2
cricket,202,0,0.004559270516717325,0.2741641337386018,426,0.022796352583586626,265,0.0,9,0,0.03768996960486322,0,0.026139817629179333,141,2160,194,0.19088145896656536,0.027371599519109793,0.020364741641337385,196,5,113,0.011246200607902736,6,113,66,426,0.3963302752293578,0.036778115501519756,334,129.50188679245284,1299,0.00729483282674772,130,15,0.006990881458966565,300,0,603,0,0,0.00030395136778115504,164,5450,3,0.00851063829787234,313,4,0,23,1493,0.2739449541284404,350,0,7.2679245283018865,0,0.23282674772036474,137,0.07021276595744681,0.0,0.05379939209726444,25,202,2
jeux olympiques,56,0,0.012658227848101266,0.3037974683544304,109,0.017179023508137433,78,0.0,4,0,0.026220614828209764,0,0.015370705244122965,46,696,55,0.15009041591320071,0.6418066259326354,0.009945750452079566,53,1,35,0.013562386980108499,4,35,31,109,0.38623751387347394,0.03164556962025317,103,147.62820512820514,653,0.0009041591320072332,21,14,0.0054249547920434,67,0,159,0,0,0.0,42,1802,1,0.0018083182640144665,74,4,0,21,743,0.4123196448390677,79,0,8.397435897435898,0,0.27124773960216997,41,0.07323688969258589,0.0,0.07956600361663653,7,57,2
athlétisme,438,2,0.001943634596695821,0.28779675135360266,849,0.01596556990142996,548,0.0,12,0,0.024573094543940025,0,0.019158683881715953,321,4603,378,0.1725669859780647,0.018888650395828335,0.011245314452311536,380,8,227,0.014299597389976399,12,227,83,849,0.3899525584547611,0.03429126752741913,708,140.36131386861314,2628,0.001804803554074691,214,14,0.005136748576981813,554,0,1194,2,0,0.0,321,11804,6,0.003609607108149382,622,12,0,13,3037,0.25728566587597423,622,0,8.826642335766424,0,0.2814105233930307,300,0.0780230459530751,0.0,0.05011800638622796,49,394,2
jouet,115,0,0.007035647279549718,0.300187617260788,292,0.028142589118198873,170,0.00046904315196998124,4,0,0.01547842401500938,0,0.024859287054409006,109,1514,100,0.18667917448405252,0.026036960985626283,0.012195121951219513,104,3,81,0.006566604127579738,2,81,17,292,0.4154774972557629,0.037054409005628515,211,137.75294117647059,1130,0.0028142589118198874,65,15,0.003283302063789869,192,0,374,0,0,0.0,122,3644,3,0.0023452157598499064,211,6,0,7,1280,0.3512623490669594,111,0,7.194117647058824,0,0.2692307692307692,178,0.09193245778611632,0.0,0.01876172607879925,24,106,2
vêtement,69,0,0.011914893617021277,0.2578723404255319,139,0.02297872340425532,85,0.0,3,0,0.022127659574468085,0,0.015319148936170212,66,736,69,0.17957446808510638,0.05779511631267158,0.011914893617021277,68,2,50,0.01702127659574468,4,50,25,139,0.3857442348008386,0.02893617021276596,137,151.65882352941176,763,0.003404255319148936,29,14,0.005106382978723404,75,0,200,0,0,0.0,45,1908,1,0.002553191489361702,89,14,0,13,873,0.45754716981132076,81,0,10.847058823529412,0,0.2902127659574468,64,0.12340425531914893,0.0,0.01957446808510638,11,72,2
cuisine,149,0,0.006195786864931847,0.2945064023130938,318,0.0161090458488228,160,0.0004130524576621231,4,0,0.01569599339116068,0,0.023130937629078894,128,1582,124,0.18587360594795538,0.08498851506553169,0.012391573729863693,130,5,93,0.006195786864931847,2,93,57,318,0.39540114971257184,0.020239570425444033,254,167.2,1282,0.0008261049153242462,68,15,0.017761255679471292,197,0,430,0,0,0.0,128,4001,3,0.0028913672036348617,225,7,0,17,1448,0.36190952261934517,198,0,10.59375,0,0.3077240809582817,124,0.0859149111937216,0.0,0.010326311441553077,20,132,2
couleur,341,3,0.0034029038112522686,0.294464609800363,470,0.015653357531760434,357,0.0006805807622504537,7,0,0.010435571687840291,0,0.02223230490018149,209,3092,291,0.17604355716878403,0.015064408629392161,0.016333938294010888,300,9,147,0.004764065335753176,3,147,51,469,0.41254169446297534,0.026996370235934663,512,139.7058823529412,1629,0.0052177858439201455,129,15,0.002041742286751361,270,0,754,3,0,0.0,135,7495,4,0.001588021778584392,322,11,0,18,1919,0.2560373582388259,367,0,5.977591036414566,0,0.3253176043557169,200,0.0750907441016334,0.0,0.023139745916515426,22,307,2
émotion,94,0,0.008674101610904586,0.32094175960346966,166,0.022304832713754646,130,0.0006195786864931846,7,0,0.014250309789343246,0,0.02664188351920694,79,1079,86,0.15923172242874845,0.06092495153697037,0.014250309789343246,87,4,62,0.05514250309789343,4,62,48,166,0.4008172362555721,0.027881040892193308,170,128.84615384615384,812,0.0012391573729863693,37,14,0.012391573729863693,89,0,250,0,0,0.0,50,2692,1,0.0,104,5,0,4,959,0.3562407132243685,128,0,5.153846153846154,0,0.2552664188351921,50,0.06815365551425032,0.0,0.02168525402726146,7,91,2
colère,125,0,0.008450704225352112,0.29352112676056336,234,0.021971830985915493,135,0.0005633802816901409,2,0,0.010140845070422535,0,0.018591549295774647,99,1266,109,0.19492957746478873,0.03582996960183386,0.017464788732394366,108,1,75,0.007323943661971831,4,75,33,234,0.4167215273206057,0.041690140845070424,212,141.44444444444446,1025,0.003943661971830986,59,15,0.02028169014084507,140,0,332,0,0,0.0,75,3038,2,0.004507042253521127,159,4,0,14,1135,0.3736010533245556,214,0,9.014814814814814,0,0.27154929577464787,33,0.06985915492957746,0.0,0.023661971830985916,14,112,2
peur,127,0,0.008408408408408409,0.3045045045045045,230,0.02042042042042042,120,0.0,5,0,0.006606606606606606,0,0.03063063063063063,109,1071,109,0.2066066066066066,0.04177276913908003,0.013213213213213212,110,0,80,0.009009009009009009,3,80,9,230,0.3917337234820775,0.03543543543543543,222,145.68333333333334,911,0.004204204204204204,65,14,0.009009009009009009,129,0,321,1,0,0.0,57,2734,5,0.004204204204204204,150,3,0,9,1066,0.3899049012435991,173,0,6.958333333333333,0,0.24864864864864866,62,0.1033033033033033,0.0,0.004204204204204204,23,114,2
amour,285,0,0.0042601533655211585,0.25788128372621416,480,0.0224368077250781,249,0.0005680204487361545,11,0,0.021300766827605795,0,0.026128940641863108,240,2133,226,0.20306731042317525,0.06985367809180197,0.024140869071286566,228,5,153,0.013348480545299631,6,153,82,480,0.3774553176428951,0.040613462084635045,470,147.3855421686747,1657,0.005964214711729622,102,15,0.02073274637886964,249,0,692,1,0,0.0,143,5651,4,0.0031241124680488497,327,17,0,31,1876,0.3319766413024243,366,0,9.17269076305221,0,0.26185742686736724,109,0.0849190570860551,0.0,0.013916500994035786,23,235,2
bonheur,600,0,0.0017341756472191254,0.28229902142945623,909,0.019571410875758703,361,0.0,22,0,0.022668153102935712,0,0.020810107766629504,402,4798,516,0.1801065279326149,0.15842859752521415,0.024030719682893595,536,11,278,0.011148272017837236,9,278,162,909,0.37277600808018024,0.0322061191626409,947,240.84764542936287,3269,0.004087699739873653,229,14,0.019571410875758703,526,0,1409,0,0,0.0,278,12871,18,0.006688963210702341,631,28,0,63,3606,0.2801647113666382,771,0,17.48753462603878,0,0.2469961600396383,281,0.08732813080639168,0.0,0.04248730335686857,45,545,2
famille,101,0,0.008997429305912597,0.3149100257069409,149,0.011568123393316195,95,0.0,1,0,0.010925449871465296,0,0.014781491002570694,67,948,85,0.15038560411311053,0.05142346885177014,0.010925449871465296,85,0,37,0.006426735218508998,0,37,44,149,0.37859424920127793,0.027634961439588688,150,188.03157894736842,895,0.003213367609254499,37,14,0.005141388174807198,86,0,228,0,0,0.0,47,2504,0,0.002570694087403599,112,9,0,6,1025,0.40934504792332266,110,0,16.03157894736842,0,0.35411311053984573,57,0.061696658097686374,0.0,0.02570694087403599,6,85,2
adulte,43,0,0.027777777777777776,0.2777777777777778,57,0.023148148148148147,25,0.0,0,0,0.03009259259259259,0,0.020833333333333332,29,257,37,0.2175925925925926,0.08686232026787473,0.013888888888888888,37,0,23,0.032407407407407406,0,23,16,57,0.37300435413642963,0.02546296296296296,66,182.64,323,0.0023148148148148147,13,12,0.0,28,0,86,0,0,0.0,15,689,0,0.0,34,0,0,4,374,0.5428156748911466,52,0,11.12,0,0.2523148148148148,13,0.06944444444444445,0.0,0.034722222222222224,8,37,2
enfant,73,0,0.01173512154233026,0.3352891869237217,114,0.01760268231349539,68,0.0,7,0,0.010896898575020955,0,0.02179379715004191,47,769,64,0.15004191114836546,0.1008789722785666,0.010896898575020955,64,0,25,0.008382229673093043,1,25,30,114,0.3919469928644241,0.037720033528918694,108,192.55882352941177,756,0.005029337803855826,26,14,0.015088013411567477,74,0,171,0,0,0.0,45,1962,1,0.005029337803855826,89,0,0,24,833,0.42456676860346587,92,0,12.220588235294118,0,0.2548197820620285,40,0.09388097233864208,0.0,0.03352891869237217,8,65,2
nourrisson,47,0,0.023131672597864767,0.2722419928825623,68,0.019572953736654804,52,0.0,3,0,0.008896797153024912,0,0.033807829181494664,43,396,43,0.19750889679715303,0.03628705653653005,0.010676156583629894,43,0,31,0.026690391459074734,0,31,7,68,0.4133611691022965,0.03202846975088968,86,112.5,378,0.0071174377224199285,6,13,0.0017793594306049821,27,0,107,0,0,0.0,19,958,0,0.0,37,3,0,8,445,0.46450939457202506,48,0,5.615384615384615,0,0.2722419928825623,20,0.08718861209964412,0.0,0.030249110320284697,4,43,2
mariage,347,0,0.0026200873362445414,0.31039301310043665,604,0.023930131004366813,385,0.0005240174672489083,9,0,0.013624454148471616,0,0.02427947598253275,235,3806,331,0.16646288209606988,0.0673503703815915,0.016593886462882096,339,4,172,0.00908296943231441,9,173,108,603,0.39949616878345756,0.04314410480349345,574,158.04415584415585,2155,0.0027947598253275107,140,15,0.010131004366812227,393,0,918,1,0,0.0,239,9527,15,0.0031441048034934497,431,31,0,30,2480,0.26031279521360345,496,0,9.488311688311688,0,0.26445414847161575,222,0.07563318777292577,0.0,0.03580786026200873,35,350,2
meuble,39,0,0.016928657799274487,0.25755743651753327,84,0.012091898428053204,58,0.0,1,0,0.014510278113663845,0,0.018137847642079808,27,590,33,0.14268440145102781,0.042685542685542685,0.013301088270858524,32,0,19,0.012091898428053204,2,19,16,84,0.41725601131541723,0.030229746070133012,61,151.77586206896552,510,0.0024183796856106408,11,14,0.008464328899637243,58,0,111,0,0,0.0,46,1414,1,0.0048367593712212815,65,1,0,4,585,0.41371994342291374,36,0,6.758620689655173,0,0.3518742442563482,55,0.11729141475211609,0.0,0.014510278113663845,7,34,2
genre,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,2
homme,65,0,0.014005602240896359,0.3510737628384687,84,0.015873015873015872,76,0.0009337068160597573,3,0,0.017740429505135387,0,0.017740429505135387,35,684,62,0.13725490196078433,0.034216599029203466,0.014005602240896359,61,0,22,0.0028011204481792717,2,22,16,84,0.3899657924743444,0.03361344537815126,96,157.56578947368422,653,0.0056022408963585435,17,15,0.008403361344537815,52,0,145,0,0,0.0,34,1754,1,0.0009337068160597573,62,5,0,9,747,0.4258836944127708,78,0,10.81578947368421,0,0.2987861811391223,34,0.06069094304388422,0.0,0.03454715219421102,2,63,2
femme,255,0,0.0034619188921859545,0.30489614243323443,393,0.016567754698318497,280,0.0,7,0,0.011374876360039565,0,0.020029673590504452,146,2779,226,0.15504451038575667,0.0297814862421298,0.020276953511374877,228,1,90,0.013600395647873393,6,90,46,393,0.4074182671162586,0.040553907022749754,375,156.88214285714287,1957,0.0017309594460929772,117,14,0.006429277942631058,262,0,601,0,0,0.0,135,6821,7,0.002967359050445104,303,13,0,52,2231,0.32707814103503885,291,0,9.728571428571428,0,0.2873392680514342,190,0.08506429277942631,0.0,0.03412462908011869,26,234,2
esprit,53,0,0.015135135135135135,0.28324324324324324,119,0.03135135135135135,60,0.0,1,0,0.014054054054054054,0,0.023783783783783784,34,615,50,0.1837837837837838,0.07946308724832214,0.024864864864864864,51,0,20,0.002162162162162162,0,20,35,119,0.3996101364522417,0.04108108108108108,84,169.28333333333333,542,0.005405405405405406,21,14,0.021621621621621623,88,0,162,0,0,0.0,65,1539,1,0.006486486486486486,99,8,0,7,622,0.4041585445094217,116,0,13.2,0,0.27135135135135136,20,0.07243243243243243,0.0,0.018378378378378378,8,51,2
conscience,181,0,0.0062318238471125885,0.29289572081429166,249,0.023265475695886995,160,0.0004154549231408392,4,0,0.028666389696717906,0,0.022434565849605317,109,1592,169,0.17615288741171584,0.05826900237529691,0.0211882010801828,170,3,85,0.04154549231408392,4,86,57,248,0.3982987240430323,0.029912754466140425,282,156.6,1121,0.004154549231408392,54,15,0.023680930619027835,148,0,401,1,0,0.0,88,3997,4,0.0033236393851267137,163,5,0,10,1270,0.3177383037277958,255,0,10.56875,0,0.2309929372663066,60,0.08350643955130868,0.0,0.017864561695056087,23,176,2
pensée,5,0,0.12903225806451613,0.26881720430107525,13,0.021505376344086023,12,0.010752688172043012,0,0,0.03225806451612903,0,0.021505376344086023,1,34,4,0.1935483870967742,0.18136439267886856,0.010752688172043012,5,1,1,0.0,0,1,8,13,0.2698412698412698,0.03225806451612903,6,79.0,78,0.0,6,12,0.03225806451612903,12,0,18,0,0,0.0,6,126,0,0.0,12,0,0,3,94,0.746031746031746,15,0,7.916666666666667,0,0.27956989247311825,2,0.07526881720430108,0.0,0.021505376344086023,0,5,2
vie quotidienne,21,0,0.05333333333333334,0.26222222222222225,23,0.04,14,0.0,1,0,0.02666666666666667,0,0.008888888888888889,8,118,19,0.18666666666666668,0.05061867266591676,0.008888888888888889,19,0,5,0.0044444444444444444,0,5,13,23,0.34402332361516036,0.02666666666666667,27,178.07142857142858,181,0.0,7,12,0.0044444444444444444,15,0,37,0,0,0.0,8,343,0,0.0,18,0,0,2,211,0.6151603498542274,20,0,13.071428571428571,0,0.29333333333333333,14,0.11555555555555555,0.0,0.022222222222222223,5,19,2
sexualité humaine,76,0,0.010316875460574797,0.29403095062638174,132,0.021370670596904937,89,0.0,3,0,0.007369196757553427,0,0.01694915254237288,40,853,68,0.14812085482682388,0.05285868392664509,0.011790714812085483,67,0,24,0.022844509948415623,2,24,29,132,0.38597285067873305,0.054532056005895356,106,165.38202247191012,728,0.0036845983787767134,47,14,0.018422991893883568,96,0,186,0,0,0.0,48,2210,1,0.0014738393515106854,108,2,0,17,842,0.38099547511312215,104,0,8.168539325842696,0,0.29771554900515845,57,0.08769344141488578,0.0,0.01400147383935151,15,69,2
sommeil,228,0,0.004474940334128878,0.29295942720763724,338,0.0220763723150358,241,0.0002983293556085919,0,0,0.009248210023866348,0,0.02386634844868735,134,2075,205,0.1685560859188544,0.06403630735328839,0.016706443914081145,224,10,96,0.008949880668257757,3,96,75,338,0.38241798746774786,0.04266109785202864,353,146.20746887966806,1496,0.0038782816229116944,83,15,0.008054892601431982,217,0,543,0,0,0.0,129,5426,12,0.0029832935560859188,242,24,0,18,1715,0.3160707703649097,300,0,6.755186721991701,0,0.28072792362768495,131,0.08174224343675418,0.0,0.03729116945107398,22,227,2
rêve,334,1,0.002926829268292683,0.27219512195121953,506,0.018926829268292682,414,0.0003902439024390244,9,0,0.021853658536585364,0,0.019317073170731707,212,3066,309,0.16175609756097561,0.047372690401081566,0.021658536585365852,314,4,151,0.014048780487804878,8,151,131,506,0.3745876603543067,0.041170731707317075,528,125.95169082125604,2308,0.005853658536585366,106,15,0.012878048780487804,310,0,799,1,0,0.0,195,8185,9,0.001951219512195122,355,25,0,16,2632,0.3215638362858888,447,0,7.142512077294686,0,0.3038048780487805,170,0.07121951219512195,0.0,0.03297560975609756,30,323,2
préhistoire,91,1,0.009404388714733543,0.2476489028213166,173,0.026332288401253918,134,0.0006269592476489029,1,0,0.04075235109717868,0,0.01567398119122257,42,1057,84,0.16300940438871472,0.08059731012658228,0.015047021943573668,85,2,24,0.003761755485893417,1,24,49,173,0.3987174651075066,0.04012539184952978,127,136.97014925373134,860,0.0018808777429467085,61,15,0.00438871473354232,135,0,251,1,0,0.0,72,2651,0,0.006269592476489028,149,9,0,6,975,0.3677857412297246,158,0,11.91044776119403,0,0.32100313479623827,60,0.08401253918495298,0.0,0.02946708463949843,9,87,0
antiquité,1725,4,0.0006770480704129993,0.27844730309185284,2472,0.019318438275784246,1233,4.513653802753329e-05,20,0,0.01331527871812232,0,0.02292936131798691,973,14235,1395,0.17720604829609568,0.08030199039121483,0.020807944030692846,1422,20,509,0.004242834574588129,28,509,596,2472,0.39118964522245736,0.03935906116000903,2393,195.3073803730738,5163,0.002979011509817197,660,15,0.01263823064770932,1606,0,3755,4,0,0.0,873,36389,35,0.00686075378018506,1963,66,0,44,6055,0.1663964384841573,2018,0,10.223033252230332,0,0.2997968855788761,935,0.08828706838185511,0.0,0.013766644098397653,171,1454,0
âge de la pierre,14,0,0.05660377358490566,0.33490566037735847,16,0.009433962264150943,12,0.0,0,0,0.02358490566037736,0,0.018867924528301886,7,154,14,0.14150943396226415,0.0,0.014150943396226415,13,0,5,0.05660377358490566,1,5,0,16,0.4207650273224044,0.02830188679245283,20,192.75,154,0.0,5,12,0.014150943396226415,10,0,29,0,0,0.0,5,366,0,0.0,11,1,0,4,198,0.5409836065573771,13,0,18.416666666666668,0,0.24056603773584906,10,0.09905660377358491,0.0,0.018867924528301886,1,14,0
mésopotamie,621,1,0.0016818837097549255,0.2830370014416146,935,0.020783277270543007,426,0.0,10,0,0.007208073041806823,0,0.023426237385872177,366,5466,503,0.17503604036520903,0.26112645610664104,0.022705430081691496,506,11,189,0.003363767419509851,14,189,267,935,0.39640292987163683,0.03195579048534358,870,214.96713615023475,2708,0.0038443056222969728,257,14,0.010091302258529554,603,0,1385,2,0,0.0,330,13789,7,0.0064872657376261415,746,34,0,45,3232,0.23438973094495613,682,0,9.075117370892018,0,0.30430081691494476,409,0.0980297933685728,0.0,0.009730898606439211,72,522,0
révolution néolithique,160,1,0.004780114722753346,0.28648820905035055,355,0.018483110261312937,214,0.0028680688336520078,3,0,0.016252390057361378,0,0.02995538559592097,147,2039,168,0.16953473550031867,0.0413104656719588,0.012109623964308477,169,4,97,0.009878903760356916,7,97,51,355,0.3945433436532508,0.03218610579987253,317,167.10747663551402,1516,0.0012746972594008922,99,15,0.0012746972594008922,229,0,500,1,0,0.0,116,5168,4,0.0022307202039515616,258,43,0,16,1758,0.3401702786377709,242,0,8.070093457943925,0,0.29509241555130655,143,0.10675589547482472,0.0,0.01561504142766093,32,177,0
sumer,414,2,0.001997716894977169,0.26912100456621,885,0.019406392694063926,365,0.0,19,0,0.008561643835616438,0,0.0266837899543379,344,4553,395,0.185074200913242,0.42367135533458666,0.027682648401826482,397,8,201,0.0045662100456621,11,201,166,885,0.39382406366231293,0.03752853881278539,740,207.36986301369862,2417,0.003567351598173516,204,14,0.014269406392694063,580,0,1250,4,0,0.0,353,11561,7,0.005565068493150685,684,83,0,55,2870,0.24824842141683245,606,0,8.73972602739726,0,0.2938070776255708,347,0.0954623287671233,0.0,0.008704337899543379,47,412,0
âge du bronze,145,0,0.006899950714637753,0.31591917200591424,196,0.018728437654016758,136,0.0,3,0,0.025628388368654508,0,0.02464268112370626,52,1306,125,0.16067028092656482,0.04200661060206686,0.01330704780680138,128,2,23,0.015278462296697881,2,23,57,196,0.3916041979010495,0.02957121734844751,180,166.19117647058823,1119,0.0024642681123706258,64,14,0.005914243469689502,151,0,312,0,0,0.0,82,3335,3,0.001971414489896501,173,4,0,19,1260,0.3778110944527736,201,0,13.558823529411764,0,0.3016264169541646,73,0.06160670280926565,0.0,0.022671266633809757,14,130,0
égypte antique,501,1,0.00188450666307713,0.27029209853277697,916,0.01763359806165029,535,0.0,14,0,0.01090321712208911,0,0.020594965675057208,408,5157,452,0.18710459011980077,0.013158054158841704,0.012922331403957463,462,9,292,0.01642212949252928,11,293,55,915,0.40987124463519314,0.0422667923004442,876,150.36635514018693,3107,0.001615291425494683,197,14,0.003230582850989366,534,0,1330,1,0,0.0,317,12582,13,0.0020191142818683535,623,48,0,56,3588,0.28516928946113496,623,0,7.299065420560748,0,0.308251447031902,359,0.08803338268946022,0.0,0.01871045901198008,60,475,0
assyrie,1061,2,0.0009889799378355467,0.2713337100875954,1776,0.021404351511726476,831,0.0,13,0,0.00883017801638881,0,0.026773099745690872,751,9430,911,0.19249788075727606,0.029505696768185596,0.02479513987001978,930,16,451,0.005721955354619949,17,452,262,1775,0.39981344865598234,0.03291890364509748,1659,185.34416365824308,3759,0.003320146934162193,424,14,0.009748516530093246,1122,0,2603,2,0,0.0,642,23586,21,0.003390788358293303,1324,77,0,33,4517,0.19151191384719748,1311,0,8.61612515042118,0,0.2989545069228596,663,0.09020909861542808,0.0,0.010101723650748799,122,950,0
civilisation de la vallée de l'indus,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0
âge du fer,54,0,0.018820577164366373,0.27603513174404015,77,0.02258469259723965,57,0.0012547051442910915,2,0,0.026348808030112924,0,0.02132998745294856,27,514,51,0.1656210790464241,0.0776961314026367,0.010037641154328732,53,2,21,0.01631116687578419,2,21,15,77,0.39236641221374047,0.043914680050188205,82,147.42105263157896,477,0.0037641154328732747,22,15,0.006273525721455458,51,0,129,0,0,0.0,28,1310,2,0.005018820577164366,56,4,0,6,554,0.42290076335877863,77,0,9.614035087719298,0,0.30363864491844417,28,0.08281053952321205,0.0,0.015056461731493099,3,55,0
grèce antique,1658,2,0.0006977717821091315,0.27557333581429966,2341,0.019025910592175652,1273,0.0001395543564218263,19,0,0.01293203702842257,0,0.021630925245383077,953,14280,1382,0.17546634414104292,0.07060859122547819,0.021444852770153976,1411,15,546,0.005442619900451226,17,546,479,2341,0.3991725834404875,0.03609806019444574,2336,183.36763550667715,5123,0.0038144857421965857,617,15,0.01018746801879332,1500,0,3615,3,0,0.0,819,35774,32,0.005814764850909429,1795,49,0,88,6152,0.17196846872029967,1797,0,7.852317360565593,0,0.3166488347211239,1022,0.08829138949620877,0.0,0.007489417127971344,157,1431,0
rome antique,224,1,0.005060728744939271,0.2807017543859649,281,0.016194331983805668,304,0.0006747638326585695,3,0,0.03913630229419703,0,0.023616734143049933,130,1773,181,0.15991902834008098,0.7458997722095672,0.011470985155195682,188,4,79,0.011470985155195682,4,79,88,281,0.37444561774023233,0.03205128205128205,316,101.10526315789474,1456,0.0016869095816464238,65,15,0.004723346828609987,164,0,463,1,0,0.0,93,4735,7,0.003711201079622132,202,4,0,53,1604,0.33875395987328405,229,0,8.078947368421053,0,0.30026990553306343,115,0.07591093117408906,0.0,0.038461538461538464,11,193,0
